image_id,class_name,label,image_path,liver_mask_path,spleen_mask_path,height,width,image_mean,image_std,image_p01,image_p99,liver_px,spleen_px,union_px,overlap_px,liver_frac,spleen_frac,union_frac,liver_mean,spleen_mean,liver_std,spleen_std,mean_ratio,mean_diff,liver_bbox_h,liver_bbox_w,spleen_bbox_h,spleen_bbox_w,liver_touches_border,spleen_touches_border,union_touches_border,liver_center_x,spleen_center_x,liver_left_of_spleen,flag_small_liver,flag_large_liver,flag_small_spleen,flag_large_spleen,flag_low_img_mean,flag_high_img_mean,flag_low_img_std,flag_high_img_std,flag_low_liver_mean,flag_high_liver_mean,flag_low_spleen_mean,flag_high_spleen_mean,flag_low_mean_ratio,flag_high_mean_ratio,flag_mask_overlap,flag_liver_border,flag_spleen_border,flag_bad_left_right_geometry,flag_count,review_priority,flag_summary
107,normal,0,data/images/normal/107.PNG,data/masks_liver/normal/107.PNG,data/masks_spleen/normal/107.PNG,768,990,61.74778777356902,84.98723272356166,0.0,255.0,97816,21144,118960,0,0.12865109427609428,0.027809343434343433,0.15646043771043772,183.70519137973338,177.6766458569807,19.77705015016853,36.860669539973365,1.0339298643316097,6.028545522752665,340,428,184,227,0,0,0,337.16827512881326,680.5639424895952,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
108,normal,0,data/images/normal/108.PNG,data/masks_liver/normal/108.PNG,data/masks_spleen/normal/108.PNG,617,694,135.9028603589928,94.65564980906848,0.0,255.0,137001,33003,170004,0,0.31994778116665656,0.07707415728237871,0.39702193844903527,203.69114823979388,199.99772747932005,19.549370101600104,12.248835105623144,1.0184673085467355,3.6934207604738276,460,539,247,253,0,0,0,240.25272808227678,544.5724631094143,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,watch,high_img_mean
109,normal,0,data/images/normal/109.PNG,data/masks_liver/normal/109.PNG,data/masks_spleen/normal/109.PNG,528,701,82.95447791034454,77.94848153747414,0.0,255.0,80789,16944,97733,0,0.2182731379414689,0.045778757618985866,0.2640518955604548,159.53997450147915,156.3537535410765,12.118363016784942,25.931384637824873,1.0203782759790754,3.1862209604026646,305,467,146,186,0,0,0,228.43176670091225,522.0342894239849,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
11,normal,0,data/images/normal/11.PNG,data/masks_liver/normal/11.PNG,data/masks_spleen/normal/11.PNG,806,946,81.0396366574161,85.5720566306239,0.0,255.0,143056,37125,180181,0,0.18762033165634065,0.04869005712966703,0.23631038878600769,182.29524801476344,180.60476767676766,22.644035087209176,23.727733850922945,1.0093601035586235,1.6904803379957798,466,507,303,226,0,0,0,302.80912369980985,700.024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
110,normal,0,data/images/normal/110.PNG,data/masks_liver/normal/110.PNG,data/masks_spleen/normal/110.PNG,608,967,91.25361093724487,100.73223766712964,0.0,255.0,107854,16310,124164,0,0.18344513688564743,0.027741114679148752,0.21118625156479617,201.78796335787268,214.5913549969344,21.10109909502518,14.837751950972487,0.9403359348768707,-12.803391639061715,380,488,108,231,0,0,0,286.33508261167873,631.1827099938688,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,watch,high_img_std
111,normal,0,data/images/normal/111.PNG,data/masks_liver/normal/111.PNG,data/masks_spleen/normal/111.PNG,733,1063,80.0893799755897,90.28103476958047,0.0,255.0,127628,24164,151792,0,0.16379804897205905,0.031012129433673135,0.1948101784057322,201.7702306703858,181.48919880814435,19.98785575882655,27.29873770261132,1.1117478664497993,20.281031862241463,477,415,267,260,0,0,0,289.9202839502304,727.6625558682338,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
112,normal,0,data/images/normal/112.PNG,data/masks_liver/normal/112.PNG,data/masks_spleen/normal/112.PNG,805,923,58.20123146908205,74.90979521213491,0.0,255.0,80849,18587,99436,0,0.10881206974287194,0.025015645713747366,0.1338277154566193,164.2877091862608,180.7810297519772,25.1968172142208,27.50981355595861,0.9087663042017697,-16.493320565716402,373,481,135,221,0,0,0,381.41447636952836,651.2188626459354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
113,normal,0,data/images/normal/113.PNG,data/masks_liver/normal/113.PNG,data/masks_spleen/normal/113.PNG,706,874,86.12945430147607,90.39988721268743,0.0,255.0,131013,30450,161463,0,0.2123235944276259,0.049348182625550206,0.2616717770531761,177.95037133719555,180.23067323481118,17.945511415761956,28.14205914019447,0.9873478645780087,-2.2803018976156295,441,460,224,236,0,0,0,287.28372756901985,615.8242692939244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
114,normal,0,data/images/normal/114.PNG,data/masks_liver/normal/114.PNG,data/masks_spleen/normal/114.PNG,685,828,96.69747346521386,88.72663922777609,0.0,255.0,111175,19791,130966,0,0.19601361119926655,0.03489368454458902,0.23090729574385557,179.8636563975714,179.4281744227174,16.56527298230871,19.304013104307522,1.0024270490062557,0.4354819748539853,381,470,146,228,0,0,0,276.82708342702944,606.5570713960891,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
115,normal,0,data/images/normal/115.PNG,data/masks_liver/normal/115.PNG,data/masks_spleen/normal/115.PNG,725,797,69.03687794747545,81.26036851040908,0.0,255.0,102413,24939,127352,0,0.177238783368667,0.043160126335828324,0.2203989097044953,176.58692744085224,164.6258470668431,20.854475210972215,26.41100664235601,1.072656144308229,11.961080374009128,374,427,242,187,0,0,0,284.8659154599514,598.9895745619311,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
116,normal,0,data/images/normal/116.PNG,data/masks_liver/normal/116.PNG,data/masks_spleen/normal/116.PNG,717,959,103.17378923593992,85.83167755653388,0.0,255.0,166898,50420,217318,0,0.24272436275001708,0.07332719607098864,0.3160515588210057,183.56379345468488,182.5698532328441,19.90308687934307,13.170080898722517,1.0054441584894576,0.9939402218407736,504,589,340,250,0,0,0,312.9777888291052,717.0179492264974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
117,normal,0,data/images/normal/117.PNG,data/masks_liver/normal/117.PNG,data/masks_spleen/normal/117.PNG,714,1136,65.25262605042016,84.9726371791411,0.0,255.0,108337,24806,133143,0,0.13356733538485818,0.030583007851027737,0.1641503432358859,169.2025439138983,174.15411593969202,22.45681382588043,25.426016109513974,0.9715678669398989,-4.951572025793723,357,438,204,225,0,0,0,395.38921144207427,761.8911553656374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
118,normal,0,data/images/normal/118.PNG,data/masks_liver/normal/118.PNG,data/masks_spleen/normal/118.PNG,787,937,116.63364383071226,90.02106997949191,0.0,255.0,174351,40310,214661,0,0.23643410327100334,0.05466363085301572,0.29109773412401907,169.73625043733617,188.72029273133217,20.154711938631348,23.141399453286226,0.8994064553490879,-18.984042293995998,537,468,271,327,0,0,0,240.2557828747756,701.7332423716199,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
119,normal,0,data/images/normal/119.PNG,data/masks_liver/normal/119.PNG,data/masks_spleen/normal/119.PNG,735,811,94.84849308404003,76.01279536108109,0.0,255.0,145277,46524,191801,0,0.24371859717993238,0.07804927149651476,0.32176786867644713,155.31952063988106,153.41475367552232,16.277363023726654,13.759102092880594,1.0124157938288751,1.9047669643587426,459,477,325,232,0,0,0,275.02835273305476,655.9554208580518,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
12,normal,0,data/images/normal/12.PNG,data/masks_liver/normal/12.PNG,data/masks_spleen/normal/12.PNG,880,979,61.15130815303185,79.7397226279382,0.0,255.0,90232,22673,112905,0,0.10473581576748073,0.02631743894512025,0.131053254712601,170.99524558914797,165.0744938914127,20.68137061098354,34.74729304444994,1.0358671441135108,5.920751697735284,408,352,175,204,0,0,0,251.16757912935543,666.2008997485997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
120,normal,0,data/images/normal/120.PNG,data/masks_liver/normal/120.PNG,data/masks_spleen/normal/120.PNG,816,843,56.943653618030844,77.13130533476561,0.0,255.0,91432,21189,112621,0,0.13291698648617217,0.030802979554811247,0.1637199660409834,170.9354492956514,164.48515739298693,20.081654508992035,29.521723242173845,1.0392150329287064,6.450291902664475,425,334,209,202,0,0,0,299.4538673549742,641.7139081598942,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
121,normal,0,data/images/normal/121.PNG,data/masks_liver/normal/121.PNG,data/masks_spleen/normal/121.PNG,645,834,77.32958935177439,86.84791024287426,0.0,255.0,100093,23789,123882,0,0.1860706783410481,0.04422322607030654,0.23029390441135464,169.758744367738,185.87998654840473,16.758814509881333,25.205238806438135,0.9132706893663385,-16.12124218066674,396,387,181,212,0,0,0,269.688399788197,597.1698263903485,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
122,normal,0,data/images/normal/122.PNG,data/masks_liver/normal/122.PNG,data/masks_spleen/normal/122.PNG,718,960,80.45130861188487,88.04934489842056,0.0,255.0,125680,32920,158600,0,0.1823351903435469,0.04775998142989787,0.23009517177344477,172.48960057288352,190.11120899149452,16.034340735218485,24.832240209531644,0.9073089408068078,-17.621608418611004,377,525,213,275,0,0,0,343.0594366645449,685.6938031591737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
123,normal,0,data/images/normal/123.PNG,data/masks_liver/normal/123.PNG,data/masks_spleen/normal/123.PNG,635,835,65.28987316705172,85.581116727551,0.0,255.0,73452,15269,88721,0,0.13852986939506814,0.028797208732142015,0.16732707812721015,177.64695311223656,174.37048922653742,14.712766973254624,31.53107359260467,1.0187902372783517,3.276463885699144,331,308,156,161,0,0,0,253.91161574906062,576.5034383391185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
125,normal,0,data/images/normal/125.PNG,data/masks_liver/normal/125.PNG,data/masks_spleen/normal/125.PNG,704,894,66.71954920429124,83.15719857917631,0.0,255.0,106250,12620,118870,0,0.1688180038641448,0.020051606670734187,0.188869610534879,164.3030305882353,159.86925515055466,12.333014639967496,32.54178621890372,1.027733752845545,4.433775437680623,367,531,139,168,0,0,0,344.8031435294118,652.6545958795563,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
126,normal,0,data/images/normal/126.PNG,data/masks_liver/normal/126.PNG,data/masks_spleen/normal/126.PNG,617,824,67.68917286903432,85.15714478330399,0.0,255.0,84002,7528,91530,0,0.16522556686755518,0.014807005397240012,0.18003257226479522,173.52216613890147,176.24601487778958,15.950168087980295,29.91062310719684,0.9845451840410574,-2.7238487388881083,379,309,103,137,0,0,0,256.6392943025166,597.8419234856535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
127,normal,0,data/images/normal/127.PNG,data/masks_liver/normal/127.PNG,data/masks_spleen/normal/127.PNG,660,884,119.78138968874264,93.62365439510859,0.0,255.0,135420,24484,159904,0,0.23210612916495268,0.04196489784725079,0.2740710270122035,200.7116969428445,198.764417578827,19.144099472606747,19.046706923372444,1.0097969162586575,1.9472793640175041,519,419,233,230,0,0,0,244.01987889528874,680.4347737297827,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
128,normal,0,data/images/normal/128.PNG,data/masks_liver/normal/128.PNG,data/masks_spleen/normal/128.PNG,738,946,90.3033525842658,92.4504491676793,0.0,255.0,135655,21003,156658,0,0.19430693778396557,0.03008387906289211,0.2243908168468577,177.18757141277504,179.3937532733419,25.506247567250384,28.877132157226637,0.9877020085258638,-2.2061818605668577,434,562,181,231,0,0,0,318.02887471895616,689.8603056706185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
129,normal,0,data/images/normal/129.PNG,data/masks_liver/normal/129.PNG,data/masks_spleen/normal/129.PNG,904,1126,66.25694269793615,83.01974161082042,0.0,255.0,168754,28233,196987,0,0.1657857715462362,0.027736407362580363,0.19352217890881654,169.81762210080947,203.04827683915985,32.3256143064688,21.763147373394396,0.8363411101438974,-33.23065473835038,518,434,207,293,0,0,0,341.8228664209441,831.4661566252258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
13,normal,0,data/images/normal/13.PNG,data/masks_liver/normal/13.PNG,data/masks_spleen/normal/13.PNG,479,661,113.88099261257221,93.76644277000089,0.0,255.0,87661,14220,101881,0,0.27686588612812246,0.044912023599341794,0.32177790972746423,200.42674621553485,199.39725738396623,17.413531240638225,23.6276568216213,1.0051629989294346,1.0294888315686137,357,427,140,196,0,0,0,217.75561538198286,480.7862165963432,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
130,normal,0,data/images/normal/130.PNG,data/masks_liver/normal/130.PNG,data/masks_spleen/normal/130.PNG,780,978,64.25316973415133,77.43718080210445,0.0,255.0,105280,30928,136208,0,0.13801059199832205,0.04054323318126999,0.17855382517959206,171.29048252279634,171.92802638385928,20.662180143755588,31.544941718017103,0.9962917921483534,-0.6375438610629374,455,367,232,249,0,0,0,303.62980623100304,715.9123771339886,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
131,normal,0,data/images/normal/131.PNG,data/masks_liver/normal/131.PNG,data/masks_spleen/normal/131.PNG,548,758,112.91042023765961,89.62351526801339,0.0,255.0,97896,25367,123263,0,0.23567590470504401,0.06106879417599137,0.2967446988810354,182.16929190160988,189.87941025742106,17.80541729802608,22.375038215810147,0.95939465313931,-7.710118355811176,337,494,177,221,0,0,0,251.50974503554792,600.7589387787283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
133,normal,0,data/images/normal/133.PNG,data/masks_liver/normal/133.PNG,data/masks_spleen/normal/133.PNG,901,928,68.59310177389108,78.55448909703397,0.0,255.0,148042,11622,159664,0,0.177056622909411,0.013899785678747752,0.19095640858815874,162.4407735642588,167.37678540698676,19.960749843429266,27.890209710320672,0.9705095733483271,-4.9360118427279644,558,386,108,145,0,0,0,241.82050364085867,637.3835828600929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
134,normal,0,data/images/normal/134.PNG,data/masks_liver/normal/134.PNG,data/masks_spleen/normal/134.PNG,765,883,68.97268373563091,79.42669409556433,0.0,255.0,114495,23889,138384,0,0.16949792374480938,0.03536517664823574,0.2048631003930451,162.75991964714618,167.17966428063124,20.21759932618553,33.935460928518026,0.973562899374957,-4.419744633485067,454,423,227,179,0,0,0,289.6223503209747,623.5779647536523,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
135,normal,0,data/images/normal/135.PNG,data/masks_liver/normal/135.PNG,data/masks_spleen/normal/135.PNG,775,929,54.47838883294559,75.47288537578798,0.0,252.0,101609,14818,116427,0,0.14112851140664606,0.020581270182992464,0.16170978158963853,166.63745337519313,186.35706573086787,24.74895685180371,35.73425461244968,0.8941837103276942,-19.71961235567474,404,411,133,189,0,0,0,344.23836471178737,670.5449453367526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
136,normal,0,data/images/normal/136.PNG,data/masks_liver/normal/136.PNG,data/masks_spleen/normal/136.PNG,817,1046,95.47340337147284,93.73156576949785,0.0,255.0,183614,30191,213805,0,0.2148582581893838,0.03532838276490729,0.2501866409542911,187.90400514122018,197.2199662150972,20.07565911812324,21.332338587591185,0.9527635958700034,-9.31596107387702,528,594,200,261,0,0,0,373.19132528020737,761.5330065251234,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
137,normal,0,data/images/normal/137.PNG,data/masks_liver/normal/137.PNG,data/masks_spleen/normal/137.PNG,775,944,60.926212411153635,71.69513048697813,0.0,255.0,115491,18772,134263,0,0.1578608529250957,0.02565882996172772,0.1835196828868234,154.3178689248513,148.32244832729597,15.275230128504775,21.384553477649835,1.040421525027041,5.995420597555324,452,389,177,231,0,0,0,289.12899706470637,643.9696356275304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
138,normal,0,data/images/normal/138.PNG,data/masks_liver/normal/138.PNG,data/masks_spleen/normal/138.PNG,623,1010,92.78299191074805,94.25711253944964,0.0,255.0,116318,23541,139859,0,0.1848576832001017,0.037412392924685726,0.22227007612478744,187.7798706992899,195.84444161250585,19.13492302644853,21.18499406922996,0.9588215432327974,-8.06457091321596,386,563,165,221,0,0,0,321.1173679052253,698.0238732424281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
139,normal,0,data/images/normal/139.PNG,data/masks_liver/normal/139.PNG,data/masks_spleen/normal/139.PNG,656,939,88.38194011532767,105.19179705560914,0.0,255.0,69460,6706,76166,0,0.11276266916023793,0.010886646406400167,0.1236493155666381,234.45034552260293,201.5256486728303,26.16460380182271,43.81163774175435,1.163377197409981,32.92469684977263,349,318,133,108,0,0,0,289.73560322487765,729.0715776916195,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3,urgent,"high_img_std, high_liver_mean, high_mean_ratio"
14,normal,0,data/images/normal/14.PNG,data/masks_liver/normal/14.PNG,data/masks_spleen/normal/14.PNG,760,855,80.63895044629116,82.7971807843477,0.0,255.0,117337,23893,141230,0,0.18057402277623885,0.03676977531548169,0.21734379809172052,168.9179968807793,167.16984053907,15.209314798957887,20.946229225687798,1.0104573607632494,1.74815634170929,491,401,273,147,0,0,0,229.55966148785123,735.5123676390575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
140,normal,0,data/images/normal/140.PNG,data/masks_liver/normal/140.PNG,data/masks_spleen/normal/140.PNG,742,961,71.74269698848066,86.4426224391331,0.0,255.0,125313,19655,144968,0,0.1757392765285487,0.027564223026889666,0.2033034995554384,185.8619536680153,190.5970490969219,22.843048136189065,37.30849115181166,0.9751565072675642,-4.73509542890659,402,566,194,210,0,0,0,337.543072147343,687.9872805901806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
141,normal,0,data/images/normal/141.PNG,data/masks_liver/normal/141.PNG,data/masks_spleen/normal/141.PNG,625,814,90.47461818181819,92.26568017455293,0.0,255.0,106029,23539,129568,0,0.2084108108108108,0.04626830466830467,0.2546791154791155,193.58357619141933,197.6500700964357,22.925760520133935,19.807281939568774,0.9794257857714997,-4.066493905016387,401,462,247,161,0,0,0,287.0600684718332,635.217341433366,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
142,normal,0,data/images/normal/142.PNG,data/masks_liver/normal/142.PNG,data/masks_spleen/normal/142.PNG,808,922,90.40868027963317,82.81090714514465,0.0,255.0,158024,31714,189738,0,0.21211958506045833,0.0425704989154013,0.2546900839758596,176.3713296714423,174.6284606167623,26.352808374108047,28.41662667320169,1.0099804352540473,1.7428690546799999,476,499,180,283,0,0,0,290.08687920822155,703.5691808034306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
143,normal,0,data/images/normal/143.PNG,data/masks_liver/normal/143.PNG,data/masks_spleen/normal/143.PNG,720,794,98.50007171844389,77.12031717669102,0.0,255.0,191034,8980,200014,0,0.3341624685138539,0.015708088441085923,0.34987055695493985,157.6853439701833,174.69175946547884,20.9418765456634,33.088658642460686,0.9026490061696059,-17.006415495295528,537,517,135,170,0,0,0,290.3204141671116,624.5543429844098,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,watch,large_liver
144,normal,0,data/images/normal/144.PNG,data/masks_liver/normal/144.PNG,data/masks_spleen/normal/144.PNG,834,1082,47.05331409548886,73.9318952058167,0.0,255.0,100115,20556,120671,0,0.1109445161061539,0.022779558238806365,0.13372407434496025,168.19783249263347,165.63485113835375,17.06861151858758,24.992214386676995,1.0154736779197826,2.5629813542797137,361,434,139,208,0,0,0,331.8436298257004,673.0648958941429,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,watch,low_img_mean
145,normal,0,data/images/normal/145.PNG,data/masks_liver/normal/145.PNG,data/masks_spleen/normal/145.PNG,585,748,93.58277115041821,87.68844581363031,0.0,255.0,97751,12592,110343,0,0.22339000868412634,0.02877645230586407,0.2521664609899904,175.22812042843552,168.27573062261754,15.029671676595155,24.03151167342373,1.041315457307948,6.9523898058179725,390,343,162,175,0,0,0,248.9329623226361,626.53041613723,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
146,normal,0,data/images/normal/146.PNG,data/masks_liver/normal/146.PNG,data/masks_spleen/normal/146.PNG,651,857,81.12714484672176,86.38931573859331,0.0,255.0,110586,9699,120285,0,0.19821583167086987,0.017384617866418598,0.21560044953728846,172.99652758938745,167.9398907103825,22.23129522277649,30.275028895180192,1.0301097959960892,5.056636879004941,400,402,112,143,0,0,0,263.3602806865245,659.3800391792969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
147,normal,0,data/images/normal/147.PNG,data/masks_liver/normal/147.PNG,data/masks_spleen/normal/147.PNG,701,772,79.6545127981492,76.35631634271583,0.0,255.0,79673,22740,102413,0,0.14722306401661578,0.042019912338406275,0.18924297635502207,157.35492575904007,179.8721196130167,21.39097709169464,26.856727695460595,0.8748155368534242,-22.517193853976636,423,318,219,209,0,0,0,194.68393307645,629.9270008795074,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,none
