image_id,class_name,label,image_path,liver_mask_path,spleen_mask_path
115,normal,0,data/images/normal/115.PNG,data/masks_liver/normal/115.PNG,data/masks_spleen/normal/115.PNG
116,normal,0,data/images/normal/116.PNG,data/masks_liver/normal/116.PNG,data/masks_spleen/normal/116.PNG
117,normal,0,data/images/normal/117.PNG,data/masks_liver/normal/117.PNG,data/masks_spleen/normal/117.PNG
118,normal,0,data/images/normal/118.PNG,data/masks_liver/normal/118.PNG,data/masks_spleen/normal/118.PNG
119,normal,0,data/images/normal/119.PNG,data/masks_liver/normal/119.PNG,data/masks_spleen/normal/119.PNG
12,normal,0,data/images/normal/12.PNG,data/masks_liver/normal/12.PNG,data/masks_spleen/normal/12.PNG
120,normal,0,data/images/normal/120.PNG,data/masks_liver/normal/120.PNG,data/masks_spleen/normal/120.PNG
121,normal,0,data/images/normal/121.PNG,data/masks_liver/normal/121.PNG,data/masks_spleen/normal/121.PNG
122,normal,0,data/images/normal/122.PNG,data/masks_liver/normal/122.PNG,data/masks_spleen/normal/122.PNG
123,normal,0,data/images/normal/123.PNG,data/masks_liver/normal/123.PNG,data/masks_spleen/normal/123.PNG
125,normal,0,data/images/normal/125.PNG,data/masks_liver/normal/125.PNG,data/masks_spleen/normal/125.PNG
126,normal,0,data/images/normal/126.PNG,data/masks_liver/normal/126.PNG,data/masks_spleen/normal/126.PNG
127,normal,0,data/images/normal/127.PNG,data/masks_liver/normal/127.PNG,data/masks_spleen/normal/127.PNG
128,normal,0,data/images/normal/128.PNG,data/masks_liver/normal/128.PNG,data/masks_spleen/normal/128.PNG
129,normal,0,data/images/normal/129.PNG,data/masks_liver/normal/129.PNG,data/masks_spleen/normal/129.PNG
13,normal,0,data/images/normal/13.PNG,data/masks_liver/normal/13.PNG,data/masks_spleen/normal/13.PNG
130,normal,0,data/images/normal/130.PNG,data/masks_liver/normal/130.PNG,data/masks_spleen/normal/130.PNG
131,normal,0,data/images/normal/131.PNG,data/masks_liver/normal/131.PNG,data/masks_spleen/normal/131.PNG
133,normal,0,data/images/normal/133.PNG,data/masks_liver/normal/133.PNG,data/masks_spleen/normal/133.PNG
134,normal,0,data/images/normal/134.PNG,data/masks_liver/normal/134.PNG,data/masks_spleen/normal/134.PNG
135,normal,0,data/images/normal/135.PNG,data/masks_liver/normal/135.PNG,data/masks_spleen/normal/135.PNG
136,normal,0,data/images/normal/136.PNG,data/masks_liver/normal/136.PNG,data/masks_spleen/normal/136.PNG
137,normal,0,data/images/normal/137.PNG,data/masks_liver/normal/137.PNG,data/masks_spleen/normal/137.PNG
138,normal,0,data/images/normal/138.PNG,data/masks_liver/normal/138.PNG,data/masks_spleen/normal/138.PNG
14,normal,0,data/images/normal/14.PNG,data/masks_liver/normal/14.PNG,data/masks_spleen/normal/14.PNG
140,normal,0,data/images/normal/140.PNG,data/masks_liver/normal/140.PNG,data/masks_spleen/normal/140.PNG
141,normal,0,data/images/normal/141.PNG,data/masks_liver/normal/141.PNG,data/masks_spleen/normal/141.PNG
142,normal,0,data/images/normal/142.PNG,data/masks_liver/normal/142.PNG,data/masks_spleen/normal/142.PNG
143,normal,0,data/images/normal/143.PNG,data/masks_liver/normal/143.PNG,data/masks_spleen/normal/143.PNG
144,normal,0,data/images/normal/144.PNG,data/masks_liver/normal/144.PNG,data/masks_spleen/normal/144.PNG
145,normal,0,data/images/normal/145.PNG,data/masks_liver/normal/145.PNG,data/masks_spleen/normal/145.PNG
146,normal,0,data/images/normal/146.PNG,data/masks_liver/normal/146.PNG,data/masks_spleen/normal/146.PNG
147,normal,0,data/images/normal/147.PNG,data/masks_liver/normal/147.PNG,data/masks_spleen/normal/147.PNG
148,normal,0,data/images/normal/148.PNG,data/masks_liver/normal/148.PNG,data/masks_spleen/normal/148.PNG
149,normal,0,data/images/normal/149.PNG,data/masks_liver/normal/149.PNG,data/masks_spleen/normal/149.PNG
150,normal,0,data/images/normal/150.PNG,data/masks_liver/normal/150.PNG,data/masks_spleen/normal/150.PNG
152,normal,0,data/images/normal/152.PNG,data/masks_liver/normal/152.PNG,data/masks_spleen/normal/152.PNG
153,normal,0,data/images/normal/153.PNG,data/masks_liver/normal/153.PNG,data/masks_spleen/normal/153.PNG
154,normal,0,data/images/normal/154.PNG,data/masks_liver/normal/154.PNG,data/masks_spleen/normal/154.PNG
155,normal,0,data/images/normal/155.PNG,data/masks_liver/normal/155.PNG,data/masks_spleen/normal/155.PNG
156,normal,0,data/images/normal/156.PNG,data/masks_liver/normal/156.PNG,data/masks_spleen/normal/156.PNG
157,normal,0,data/images/normal/157.PNG,data/masks_liver/normal/157.PNG,data/masks_spleen/normal/157.PNG
158,normal,0,data/images/normal/158.PNG,data/masks_liver/normal/158.PNG,data/masks_spleen/normal/158.PNG
159,normal,0,data/images/normal/159.PNG,data/masks_liver/normal/159.PNG,data/masks_spleen/normal/159.PNG
16,normal,0,data/images/normal/16.PNG,data/masks_liver/normal/16.PNG,data/masks_spleen/normal/16.PNG
160,normal,0,data/images/normal/160.PNG,data/masks_liver/normal/160.PNG,data/masks_spleen/normal/160.PNG
161,normal,0,data/images/normal/161.PNG,data/masks_liver/normal/161.PNG,data/masks_spleen/normal/161.PNG
162,normal,0,data/images/normal/162.PNG,data/masks_liver/normal/162.PNG,data/masks_spleen/normal/162.PNG
163,normal,0,data/images/normal/163.PNG,data/masks_liver/normal/163.PNG,data/masks_spleen/normal/163.PNG
164,normal,0,data/images/normal/164.PNG,data/masks_liver/normal/164.PNG,data/masks_spleen/normal/164.PNG
165,normal,0,data/images/normal/165.PNG,data/masks_liver/normal/165.PNG,data/masks_spleen/normal/165.PNG
166,normal,0,data/images/normal/166.PNG,data/masks_liver/normal/166.PNG,data/masks_spleen/normal/166.PNG
167,normal,0,data/images/normal/167.PNG,data/masks_liver/normal/167.PNG,data/masks_spleen/normal/167.PNG
168,normal,0,data/images/normal/168.PNG,data/masks_liver/normal/168.PNG,data/masks_spleen/normal/168.PNG
169,normal,0,data/images/normal/169.PNG,data/masks_liver/normal/169.PNG,data/masks_spleen/normal/169.PNG
17,normal,0,data/images/normal/17.PNG,data/masks_liver/normal/17.PNG,data/masks_spleen/normal/17.PNG
170,normal,0,data/images/normal/170.PNG,data/masks_liver/normal/170.PNG,data/masks_spleen/normal/170.PNG
172,normal,0,data/images/normal/172.PNG,data/masks_liver/normal/172.PNG,data/masks_spleen/normal/172.PNG
173,normal,0,data/images/normal/173.PNG,data/masks_liver/normal/173.PNG,data/masks_spleen/normal/173.PNG
174,normal,0,data/images/normal/174.PNG,data/masks_liver/normal/174.PNG,data/masks_spleen/normal/174.PNG
175,normal,0,data/images/normal/175.PNG,data/masks_liver/normal/175.PNG,data/masks_spleen/normal/175.PNG
176,normal,0,data/images/normal/176.PNG,data/masks_liver/normal/176.PNG,data/masks_spleen/normal/176.PNG
177,normal,0,data/images/normal/177.PNG,data/masks_liver/normal/177.PNG,data/masks_spleen/normal/177.PNG
178,normal,0,data/images/normal/178.PNG,data/masks_liver/normal/178.PNG,data/masks_spleen/normal/178.PNG
18,normal,0,data/images/normal/18.PNG,data/masks_liver/normal/18.PNG,data/masks_spleen/normal/18.PNG
180,normal,0,data/images/normal/180.PNG,data/masks_liver/normal/180.PNG,data/masks_spleen/normal/180.PNG
182,normal,0,data/images/normal/182.PNG,data/masks_liver/normal/182.PNG,data/masks_spleen/normal/182.PNG
187,normal,0,data/images/normal/187.PNG,data/masks_liver/normal/187.PNG,data/masks_spleen/normal/187.PNG
189,normal,0,data/images/normal/189.PNG,data/masks_liver/normal/189.PNG,data/masks_spleen/normal/189.PNG
19,normal,0,data/images/normal/19.PNG,data/masks_liver/normal/19.PNG,data/masks_spleen/normal/19.PNG
190,normal,0,data/images/normal/190.PNG,data/masks_liver/normal/190.PNG,data/masks_spleen/normal/190.PNG
191,normal,0,data/images/normal/191.PNG,data/masks_liver/normal/191.PNG,data/masks_spleen/normal/191.PNG
192,normal,0,data/images/normal/192.PNG,data/masks_liver/normal/192.PNG,data/masks_spleen/normal/192.PNG
193,normal,0,data/images/normal/193.PNG,data/masks_liver/normal/193.PNG,data/masks_spleen/normal/193.PNG
194,normal,0,data/images/normal/194.PNG,data/masks_liver/normal/194.PNG,data/masks_spleen/normal/194.PNG
196,normal,0,data/images/normal/196.PNG,data/masks_liver/normal/196.PNG,data/masks_spleen/normal/196.PNG
199,normal,0,data/images/normal/199.PNG,data/masks_liver/normal/199.PNG,data/masks_spleen/normal/199.PNG
2,normal,0,data/images/normal/2.PNG,data/masks_liver/normal/2.PNG,data/masks_spleen/normal/2.PNG
20,normal,0,data/images/normal/20.PNG,data/masks_liver/normal/20.PNG,data/masks_spleen/normal/20.PNG
200,normal,0,data/images/normal/200.PNG,data/masks_liver/normal/200.PNG,data/masks_spleen/normal/200.PNG
201,normal,0,data/images/normal/201.PNG,data/masks_liver/normal/201.PNG,data/masks_spleen/normal/201.PNG
202,normal,0,data/images/normal/202.PNG,data/masks_liver/normal/202.PNG,data/masks_spleen/normal/202.PNG
204,normal,0,data/images/normal/204.PNG,data/masks_liver/normal/204.PNG,data/masks_spleen/normal/204.PNG
205,normal,0,data/images/normal/205.PNG,data/masks_liver/normal/205.PNG,data/masks_spleen/normal/205.PNG
208,normal,0,data/images/normal/208.PNG,data/masks_liver/normal/208.PNG,data/masks_spleen/normal/208.PNG
209,normal,0,data/images/normal/209.PNG,data/masks_liver/normal/209.PNG,data/masks_spleen/normal/209.PNG
21,normal,0,data/images/normal/21.PNG,data/masks_liver/normal/21.PNG,data/masks_spleen/normal/21.PNG
210,normal,0,data/images/normal/210.PNG,data/masks_liver/normal/210.PNG,data/masks_spleen/normal/210.PNG
211,normal,0,data/images/normal/211.PNG,data/masks_liver/normal/211.PNG,data/masks_spleen/normal/211.PNG
213,normal,0,data/images/normal/213.PNG,data/masks_liver/normal/213.PNG,data/masks_spleen/normal/213.PNG
214,normal,0,data/images/normal/214.PNG,data/masks_liver/normal/214.PNG,data/masks_spleen/normal/214.PNG
216,normal,0,data/images/normal/216.PNG,data/masks_liver/normal/216.PNG,data/masks_spleen/normal/216.PNG
219,normal,0,data/images/normal/219.PNG,data/masks_liver/normal/219.PNG,data/masks_spleen/normal/219.PNG
22,normal,0,data/images/normal/22.PNG,data/masks_liver/normal/22.PNG,data/masks_spleen/normal/22.PNG
220,normal,0,data/images/normal/220.PNG,data/masks_liver/normal/220.PNG,data/masks_spleen/normal/220.PNG
221,normal,0,data/images/normal/221.PNG,data/masks_liver/normal/221.PNG,data/masks_spleen/normal/221.PNG
222,normal,0,data/images/normal/222.PNG,data/masks_liver/normal/222.PNG,data/masks_spleen/normal/222.PNG
223,normal,0,data/images/normal/223.PNG,data/masks_liver/normal/223.PNG,data/masks_spleen/normal/223.PNG
224,normal,0,data/images/normal/224.PNG,data/masks_liver/normal/224.PNG,data/masks_spleen/normal/224.PNG
226,normal,0,data/images/normal/226.PNG,data/masks_liver/normal/226.PNG,data/masks_spleen/normal/226.PNG
227,normal,0,data/images/normal/227.PNG,data/masks_liver/normal/227.PNG,data/masks_spleen/normal/227.PNG
228,normal,0,data/images/normal/228.PNG,data/masks_liver/normal/228.PNG,data/masks_spleen/normal/228.PNG
229,normal,0,data/images/normal/229.PNG,data/masks_liver/normal/229.PNG,data/masks_spleen/normal/229.PNG
23,normal,0,data/images/normal/23.PNG,data/masks_liver/normal/23.PNG,data/masks_spleen/normal/23.PNG
230,normal,0,data/images/normal/230.PNG,data/masks_liver/normal/230.PNG,data/masks_spleen/normal/230.PNG
231,normal,0,data/images/normal/231.PNG,data/masks_liver/normal/231.PNG,data/masks_spleen/normal/231.PNG
235,normal,0,data/images/normal/235.PNG,data/masks_liver/normal/235.PNG,data/masks_spleen/normal/235.PNG
236,normal,0,data/images/normal/236.PNG,data/masks_liver/normal/236.PNG,data/masks_spleen/normal/236.PNG
239,normal,0,data/images/normal/239.PNG,data/masks_liver/normal/239.PNG,data/masks_spleen/normal/239.PNG
24,normal,0,data/images/normal/24.PNG,data/masks_liver/normal/24.PNG,data/masks_spleen/normal/24.PNG
241,normal,0,data/images/normal/241.PNG,data/masks_liver/normal/241.PNG,data/masks_spleen/normal/241.PNG
243,normal,0,data/images/normal/243.PNG,data/masks_liver/normal/243.PNG,data/masks_spleen/normal/243.PNG
245,normal,0,data/images/normal/245.PNG,data/masks_liver/normal/245.PNG,data/masks_spleen/normal/245.PNG
247,normal,0,data/images/normal/247.PNG,data/masks_liver/normal/247.PNG,data/masks_spleen/normal/247.PNG
25,normal,0,data/images/normal/25.PNG,data/masks_liver/normal/25.PNG,data/masks_spleen/normal/25.PNG
250,normal,0,data/images/normal/250.PNG,data/masks_liver/normal/250.PNG,data/masks_spleen/normal/250.PNG
251,normal,0,data/images/normal/251.PNG,data/masks_liver/normal/251.PNG,data/masks_spleen/normal/251.PNG
252,normal,0,data/images/normal/252.PNG,data/masks_liver/normal/252.PNG,data/masks_spleen/normal/252.PNG
253,normal,0,data/images/normal/253.PNG,data/masks_liver/normal/253.PNG,data/masks_spleen/normal/253.PNG
255,normal,0,data/images/normal/255.PNG,data/masks_liver/normal/255.PNG,data/masks_spleen/normal/255.PNG
257,normal,0,data/images/normal/257.PNG,data/masks_liver/normal/257.PNG,data/masks_spleen/normal/257.PNG
258,normal,0,data/images/normal/258.PNG,data/masks_liver/normal/258.PNG,data/masks_spleen/normal/258.PNG
259,normal,0,data/images/normal/259.PNG,data/masks_liver/normal/259.PNG,data/masks_spleen/normal/259.PNG
26,normal,0,data/images/normal/26.PNG,data/masks_liver/normal/26.PNG,data/masks_spleen/normal/26.PNG
262,normal,0,data/images/normal/262.PNG,data/masks_liver/normal/262.PNG,data/masks_spleen/normal/262.PNG
263,normal,0,data/images/normal/263.PNG,data/masks_liver/normal/263.PNG,data/masks_spleen/normal/263.PNG
264,normal,0,data/images/normal/264.PNG,data/masks_liver/normal/264.PNG,data/masks_spleen/normal/264.PNG
266,normal,0,data/images/normal/266.PNG,data/masks_liver/normal/266.PNG,data/masks_spleen/normal/266.PNG
267,normal,0,data/images/normal/267.PNG,data/masks_liver/normal/267.PNG,data/masks_spleen/normal/267.PNG
269,normal,0,data/images/normal/269.PNG,data/masks_liver/normal/269.PNG,data/masks_spleen/normal/269.PNG
27,normal,0,data/images/normal/27.PNG,data/masks_liver/normal/27.PNG,data/masks_spleen/normal/27.PNG
270,normal,0,data/images/normal/270.PNG,data/masks_liver/normal/270.PNG,data/masks_spleen/normal/270.PNG
272,normal,0,data/images/normal/272.PNG,data/masks_liver/normal/272.PNG,data/masks_spleen/normal/272.PNG
273,normal,0,data/images/normal/273.PNG,data/masks_liver/normal/273.PNG,data/masks_spleen/normal/273.PNG
274,normal,0,data/images/normal/274.PNG,data/masks_liver/normal/274.PNG,data/masks_spleen/normal/274.PNG
275,normal,0,data/images/normal/275.PNG,data/masks_liver/normal/275.PNG,data/masks_spleen/normal/275.PNG
276,normal,0,data/images/normal/276.PNG,data/masks_liver/normal/276.PNG,data/masks_spleen/normal/276.PNG
277,normal,0,data/images/normal/277.PNG,data/masks_liver/normal/277.PNG,data/masks_spleen/normal/277.PNG
278,normal,0,data/images/normal/278.PNG,data/masks_liver/normal/278.PNG,data/masks_spleen/normal/278.PNG
279,normal,0,data/images/normal/279.PNG,data/masks_liver/normal/279.PNG,data/masks_spleen/normal/279.PNG
28,normal,0,data/images/normal/28.PNG,data/masks_liver/normal/28.PNG,data/masks_spleen/normal/28.PNG
280,normal,0,data/images/normal/280.PNG,data/masks_liver/normal/280.PNG,data/masks_spleen/normal/280.PNG
281,normal,0,data/images/normal/281.PNG,data/masks_liver/normal/281.PNG,data/masks_spleen/normal/281.PNG
283,normal,0,data/images/normal/283.PNG,data/masks_liver/normal/283.PNG,data/masks_spleen/normal/283.PNG
284,normal,0,data/images/normal/284.PNG,data/masks_liver/normal/284.PNG,data/masks_spleen/normal/284.PNG
285,normal,0,data/images/normal/285.PNG,data/masks_liver/normal/285.PNG,data/masks_spleen/normal/285.PNG
286,normal,0,data/images/normal/286.PNG,data/masks_liver/normal/286.PNG,data/masks_spleen/normal/286.PNG
287,normal,0,data/images/normal/287.PNG,data/masks_liver/normal/287.PNG,data/masks_spleen/normal/287.PNG
289,normal,0,data/images/normal/289.PNG,data/masks_liver/normal/289.PNG,data/masks_spleen/normal/289.PNG
29,normal,0,data/images/normal/29.PNG,data/masks_liver/normal/29.PNG,data/masks_spleen/normal/29.PNG
290,normal,0,data/images/normal/290.PNG,data/masks_liver/normal/290.PNG,data/masks_spleen/normal/290.PNG
291,normal,0,data/images/normal/291.PNG,data/masks_liver/normal/291.PNG,data/masks_spleen/normal/291.PNG
292,normal,0,data/images/normal/292.PNG,data/masks_liver/normal/292.PNG,data/masks_spleen/normal/292.PNG
294,normal,0,data/images/normal/294.PNG,data/masks_liver/normal/294.PNG,data/masks_spleen/normal/294.PNG
295,normal,0,data/images/normal/295.PNG,data/masks_liver/normal/295.PNG,data/masks_spleen/normal/295.PNG
296,normal,0,data/images/normal/296.PNG,data/masks_liver/normal/296.PNG,data/masks_spleen/normal/296.PNG
297,normal,0,data/images/normal/297.PNG,data/masks_liver/normal/297.PNG,data/masks_spleen/normal/297.PNG
298,normal,0,data/images/normal/298.PNG,data/masks_liver/normal/298.PNG,data/masks_spleen/normal/298.PNG
299,normal,0,data/images/normal/299.PNG,data/masks_liver/normal/299.PNG,data/masks_spleen/normal/299.PNG
3,normal,0,data/images/normal/3.PNG,data/masks_liver/normal/3.PNG,data/masks_spleen/normal/3.PNG
300,normal,0,data/images/normal/300.PNG,data/masks_liver/normal/300.PNG,data/masks_spleen/normal/300.PNG
301,normal,0,data/images/normal/301.PNG,data/masks_liver/normal/301.PNG,data/masks_spleen/normal/301.PNG
302,normal,0,data/images/normal/302.PNG,data/masks_liver/normal/302.PNG,data/masks_spleen/normal/302.PNG
303,normal,0,data/images/normal/303.PNG,data/masks_liver/normal/303.PNG,data/masks_spleen/normal/303.PNG
304,normal,0,data/images/normal/304.PNG,data/masks_liver/normal/304.PNG,data/masks_spleen/normal/304.PNG
305,normal,0,data/images/normal/305.PNG,data/masks_liver/normal/305.PNG,data/masks_spleen/normal/305.PNG
306,normal,0,data/images/normal/306.PNG,data/masks_liver/normal/306.PNG,data/masks_spleen/normal/306.PNG
308,normal,0,data/images/normal/308.PNG,data/masks_liver/normal/308.PNG,data/masks_spleen/normal/308.PNG
309,normal,0,data/images/normal/309.PNG,data/masks_liver/normal/309.PNG,data/masks_spleen/normal/309.PNG
31,normal,0,data/images/normal/31.PNG,data/masks_liver/normal/31.PNG,data/masks_spleen/normal/31.PNG
310,normal,0,data/images/normal/310.PNG,data/masks_liver/normal/310.PNG,data/masks_spleen/normal/310.PNG
311,normal,0,data/images/normal/311.PNG,data/masks_liver/normal/311.PNG,data/masks_spleen/normal/311.PNG
312,normal,0,data/images/normal/312.PNG,data/masks_liver/normal/312.PNG,data/masks_spleen/normal/312.PNG
313,normal,0,data/images/normal/313.PNG,data/masks_liver/normal/313.PNG,data/masks_spleen/normal/313.PNG
314,normal,0,data/images/normal/314.PNG,data/masks_liver/normal/314.PNG,data/masks_spleen/normal/314.PNG
315,normal,0,data/images/normal/315.PNG,data/masks_liver/normal/315.PNG,data/masks_spleen/normal/315.PNG
316,normal,0,data/images/normal/316.PNG,data/masks_liver/normal/316.PNG,data/masks_spleen/normal/316.PNG
317,normal,0,data/images/normal/317.PNG,data/masks_liver/normal/317.PNG,data/masks_spleen/normal/317.PNG
318,normal,0,data/images/normal/318.PNG,data/masks_liver/normal/318.PNG,data/masks_spleen/normal/318.PNG
319,normal,0,data/images/normal/319.PNG,data/masks_liver/normal/319.PNG,data/masks_spleen/normal/319.PNG
32,normal,0,data/images/normal/32.PNG,data/masks_liver/normal/32.PNG,data/masks_spleen/normal/32.PNG
320,normal,0,data/images/normal/320.PNG,data/masks_liver/normal/320.PNG,data/masks_spleen/normal/320.PNG
321,normal,0,data/images/normal/321.PNG,data/masks_liver/normal/321.PNG,data/masks_spleen/normal/321.PNG
322,normal,0,data/images/normal/322.PNG,data/masks_liver/normal/322.PNG,data/masks_spleen/normal/322.PNG
323,normal,0,data/images/normal/323.PNG,data/masks_liver/normal/323.PNG,data/masks_spleen/normal/323.PNG
324,normal,0,data/images/normal/324.PNG,data/masks_liver/normal/324.PNG,data/masks_spleen/normal/324.PNG
325,normal,0,data/images/normal/325.PNG,data/masks_liver/normal/325.PNG,data/masks_spleen/normal/325.PNG
326,normal,0,data/images/normal/326.PNG,data/masks_liver/normal/326.PNG,data/masks_spleen/normal/326.PNG
327,normal,0,data/images/normal/327.PNG,data/masks_liver/normal/327.PNG,data/masks_spleen/normal/327.PNG
328,normal,0,data/images/normal/328.PNG,data/masks_liver/normal/328.PNG,data/masks_spleen/normal/328.PNG
329,normal,0,data/images/normal/329.PNG,data/masks_liver/normal/329.PNG,data/masks_spleen/normal/329.PNG
33,normal,0,data/images/normal/33.PNG,data/masks_liver/normal/33.PNG,data/masks_spleen/normal/33.PNG
330,normal,0,data/images/normal/330.PNG,data/masks_liver/normal/330.PNG,data/masks_spleen/normal/330.PNG
331,normal,0,data/images/normal/331.PNG,data/masks_liver/normal/331.PNG,data/masks_spleen/normal/331.PNG
332,normal,0,data/images/normal/332.PNG,data/masks_liver/normal/332.PNG,data/masks_spleen/normal/332.PNG
333,normal,0,data/images/normal/333.PNG,data/masks_liver/normal/333.PNG,data/masks_spleen/normal/333.PNG
334,normal,0,data/images/normal/334.PNG,data/masks_liver/normal/334.PNG,data/masks_spleen/normal/334.PNG
335,normal,0,data/images/normal/335.PNG,data/masks_liver/normal/335.PNG,data/masks_spleen/normal/335.PNG
336,normal,0,data/images/normal/336.PNG,data/masks_liver/normal/336.PNG,data/masks_spleen/normal/336.PNG
337,normal,0,data/images/normal/337.PNG,data/masks_liver/normal/337.PNG,data/masks_spleen/normal/337.PNG
339,normal,0,data/images/normal/339.PNG,data/masks_liver/normal/339.PNG,data/masks_spleen/normal/339.PNG
34,normal,0,data/images/normal/34.PNG,data/masks_liver/normal/34.PNG,data/masks_spleen/normal/34.PNG
340,normal,0,data/images/normal/340.PNG,data/masks_liver/normal/340.PNG,data/masks_spleen/normal/340.PNG
341,normal,0,data/images/normal/341.PNG,data/masks_liver/normal/341.PNG,data/masks_spleen/normal/341.PNG
342,normal,0,data/images/normal/342.PNG,data/masks_liver/normal/342.PNG,data/masks_spleen/normal/342.PNG
343,normal,0,data/images/normal/343.PNG,data/masks_liver/normal/343.PNG,data/masks_spleen/normal/343.PNG
344,normal,0,data/images/normal/344.PNG,data/masks_liver/normal/344.PNG,data/masks_spleen/normal/344.PNG
345,normal,0,data/images/normal/345.PNG,data/masks_liver/normal/345.PNG,data/masks_spleen/normal/345.PNG
346,normal,0,data/images/normal/346.PNG,data/masks_liver/normal/346.PNG,data/masks_spleen/normal/346.PNG
347,normal,0,data/images/normal/347.PNG,data/masks_liver/normal/347.PNG,data/masks_spleen/normal/347.PNG
348,normal,0,data/images/normal/348.PNG,data/masks_liver/normal/348.PNG,data/masks_spleen/normal/348.PNG
349,normal,0,data/images/normal/349.PNG,data/masks_liver/normal/349.PNG,data/masks_spleen/normal/349.PNG
35,normal,0,data/images/normal/35.PNG,data/masks_liver/normal/35.PNG,data/masks_spleen/normal/35.PNG
350,normal,0,data/images/normal/350.PNG,data/masks_liver/normal/350.PNG,data/masks_spleen/normal/350.PNG
351,normal,0,data/images/normal/351.PNG,data/masks_liver/normal/351.PNG,data/masks_spleen/normal/351.PNG
352,normal,0,data/images/normal/352.PNG,data/masks_liver/normal/352.PNG,data/masks_spleen/normal/352.PNG
353,normal,0,data/images/normal/353.PNG,data/masks_liver/normal/353.PNG,data/masks_spleen/normal/353.PNG
354,normal,0,data/images/normal/354.PNG,data/masks_liver/normal/354.PNG,data/masks_spleen/normal/354.PNG
355,normal,0,data/images/normal/355.PNG,data/masks_liver/normal/355.PNG,data/masks_spleen/normal/355.PNG
356,normal,0,data/images/normal/356.PNG,data/masks_liver/normal/356.PNG,data/masks_spleen/normal/356.PNG
357,normal,0,data/images/normal/357.PNG,data/masks_liver/normal/357.PNG,data/masks_spleen/normal/357.PNG
358,normal,0,data/images/normal/358.PNG,data/masks_liver/normal/358.PNG,data/masks_spleen/normal/358.PNG
359,normal,0,data/images/normal/359.PNG,data/masks_liver/normal/359.PNG,data/masks_spleen/normal/359.PNG
36,normal,0,data/images/normal/36.PNG,data/masks_liver/normal/36.PNG,data/masks_spleen/normal/36.PNG
360,normal,0,data/images/normal/360.PNG,data/masks_liver/normal/360.PNG,data/masks_spleen/normal/360.PNG
37,normal,0,data/images/normal/37.PNG,data/masks_liver/normal/37.PNG,data/masks_spleen/normal/37.PNG
38,normal,0,data/images/normal/38.PNG,data/masks_liver/normal/38.PNG,data/masks_spleen/normal/38.PNG
39,normal,0,data/images/normal/39.PNG,data/masks_liver/normal/39.PNG,data/masks_spleen/normal/39.PNG
4,normal,0,data/images/normal/4.PNG,data/masks_liver/normal/4.PNG,data/masks_spleen/normal/4.PNG
4 (2),normal,0,data/images/normal/4 (2).PNG,data/masks_liver/normal/4 (2).PNG,data/masks_spleen/normal/4 (2).PNG
40,normal,0,data/images/normal/40.PNG,data/masks_liver/normal/40.PNG,data/masks_spleen/normal/40.PNG
41,normal,0,data/images/normal/41.PNG,data/masks_liver/normal/41.PNG,data/masks_spleen/normal/41.PNG
42,normal,0,data/images/normal/42.PNG,data/masks_liver/normal/42.PNG,data/masks_spleen/normal/42.PNG
